0	0
1	0
2	0
3	0
4	0
5	0
6	109
7	0
8	0
9	136
10	0
11	1
12	1
13	0
14	0
15	2
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	136
27	84
28	1
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	1
41	251
42	75
43	0
44	39
45	16
46	6
47	0
48	251
49	0
50	0
51	0
52	75
53	0
54	1
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	251
63	1
64	0
65	0
66	0
67	0
68	0
69	123
70	0
71	0
72	84
73	0
74	126
75	0
76	0
77	0
78	98
79	0
80	0
81	83
82	98
83	0
84	0
85	0
86	1
87	1
88	0
89	0
90	0
91	0
92	0
93	11
94	84
95	0
96	0
97	0
98	230
99	98
100	0
101	0
102	0
103	34
104	1
105	0
106	0
107	0
108	0
109	1
110	0
111	6
112	0
113	0
114	0
115	7
116	84
117	0
118	0
119	0
120	0
121	136
122	0
123	0
124	9
125	1
126	0
127	103
128	251
129	0
130	1
131	0
132	251
133	1
134	251
135	251
136	10
137	0
138	0
139	84
140	43
141	8
142	0
143	0
144	0
145	0
146	0
147	0
148	9
149	70
150	0
151	0
152	0
153	0
154	0
155	1
156	12
157	0
158	72
159	251
160	41
161	0
162	0
163	1
164	0
165	0
166	0
167	0
168	6
169	6
170	0
171	0
172	8
173	251
174	0
175	0
176	62
177	0
178	0
179	0
180	78
181	136
182	0
183	0
184	0
185	7
186	251
187	0
188	41
189	0
190	0
191	2
192	8
193	0
194	0
195	0
196	15
197	0
198	0
199	126
200	0
201	0
202	0
203	251
204	0
205	43
206	98
207	14
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	1
217	0
218	0
219	0
220	0
221	126
222	0
223	0
224	0
225	0
226	8
227	4
228	1
229	0
230	0
231	0
232	126
233	84
234	0
235	0
236	0
237	0
238	1
239	0
240	0
241	75
242	98
243	126
244	6
245	0
246	98
247	41
248	0
249	0
250	84
251	41
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	75
262	75
263	0
264	75
265	0
266	126
267	0
268	0
269	251
270	231
271	0
272	0
273	0
274	0
275	25
276	84
277	1
278	126
279	0
280	1
281	84
282	0
283	0
284	0
285	0
286	0
287	0
288	98
289	0
290	11
291	12
292	0
293	0
294	0
295	0
296	251
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	15
311	84
312	0
313	0
314	0
315	0
316	251
317	57
318	0
319	1
320	251
321	4
322	0
323	10
324	1
325	0
326	251
327	0
328	1
329	75
330	0
331	1
332	59
333	0
334	0
335	116
336	0
337	0
338	98
339	136
340	0
341	0
342	98
343	25
344	84
345	84
346	0
347	0
348	126
349	0
350	0
351	240
352	0
353	19
354	0
355	0
356	0
357	0
358	0
359	8
360	0
361	0
362	0
363	1
364	0
365	191
366	126
367	0
368	0
369	0
370	0
371	11
372	0
373	12
374	126
375	0
376	0
377	1
378	0
379	43
380	0
381	66
382	0
383	0
384	0
385	15
386	0
387	1
388	0
389	0
390	0
391	84
392	0
393	0
394	0
395	251
396	245
397	0
398	0
399	0
400	234
401	0
402	5
403	0
404	0
405	0
406	7
407	1
408	0
409	1
410	1
411	0
412	251
413	0
414	0
415	251
416	0
417	0
418	0
419	0
420	173
421	0
422	0
423	0
424	0
425	0
426	98
427	5
428	0
429	0
430	0
431	84
432	0
433	0
434	0
435	126
436	94
437	0
438	0
439	126
440	167
441	251
442	0
443	0
444	19
445	61
446	41
447	0
448	0
449	0
450	0
451	1
452	0
453	0
454	0
455	251
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	126
465	0
466	0
467	75
468	0
469	98
470	0
471	0
472	0
473	0
474	0
475	0
476	167
477	98
478	251
479	0
480	0
481	10
482	1
483	0
484	1
485	1
486	0
487	56
488	0
489	0
490	0
491	1
492	251
493	0
494	0
495	251
496	0
497	0
498	0
499	156
500	0
501	0
502	251
503	0
504	126
505	0
506	0
507	251
508	0
509	0
510	0
511	0
512	1
513	0
514	0
515	29
516	0
517	0
518	0
519	6
520	1
521	0
522	1
523	0
524	127
525	0
526	0
527	0
528	8
529	251
530	251
531	40
532	0
533	0
