0	0
1	0
2	0
3	20
4	0
5	0
6	17
7	12
8	12
9	1
10	17
11	21
12	29
13	1
14	2
15	1
16	0
17	7
18	5
19	0
20	0
21	1
22	16
23	3
24	0
25	13
26	1
27	0
28	5
29	0
30	0
31	0
32	20
33	0
34	1
35	1
36	20
37	20
38	0
39	0
40	1
41	0
42	1
43	17
44	5
45	20
46	13
47	16
48	14
49	14
50	0
51	2
52	2
53	0
54	13
55	0
56	18
57	0
58	15
59	19
60	0
61	758
62	0
63	0
64	2
65	17
66	2
67	16
68	15
69	8
70	58
71	0
72	0
73	20
74	0
75	4
76	12
77	12
78	0
79	10
80	20
81	17
82	9
83	0
84	2
85	20
86	0
87	157
88	0
89	16
90	0
91	9
92	17
93	9
94	33
95	20
96	0
97	2
98	0
99	1
100	14
101	22
102	1
103	17
104	6
105	3
106	0
107	3
108	0
109	2
110	19
111	1
112	0
113	0
114	17
115	7
116	3
117	0
118	1
119	1
120	0
121	20
122	5
123	24
124	0
125	2
126	25
127	8
128	28
129	0
130	6
131	1
132	0
133	15
134	1
135	2
136	2
137	17
138	1442
139	5
140	5
141	19
142	0
143	18
144	367
145	16
146	0
147	0
148	0
149	19
150	17
151	0
152	10
153	0
154	8
155	3
156	0
157	22
158	0
159	22
160	0
161	2
162	0
163	1
164	0
165	18
166	2
167	18
168	1
169	0
170	5
171	3
172	0
173	17
174	19
175	1
176	6
177	0
178	0
179	29
180	17
181	0
182	1442
183	0
184	121
185	12
186	687
187	0
188	0
189	1
190	0
191	0
192	0
193	0
194	21
195	3
196	0
197	0
198	3
199	18
200	11
201	20
202	1
203	4
204	0
205	6
206	6
207	19
208	18
209	0
210	14
211	11
212	0
213	0
214	0
215	0
216	0
217	20
218	13
219	0
220	0
221	0
222	1
223	0
224	0
225	0
226	1
227	5
228	4
229	0
230	4
231	19
232	944
233	12
234	1
235	0
236	0
237	0
238	0
239	2
240	2
241	0
242	17
243	5
244	0
245	2
246	5
247	0
248	4
249	9
250	0
251	1
252	23
253	1
254	1
255	0
256	20
257	17
258	2
259	38
260	20
261	1
262	27
263	14
264	18
265	37
266	0
267	17
268	17
269	0
270	2
271	0
272	0
273	2
274	0
275	0
276	3
277	1
278	0
279	0
280	4
281	4
282	19
283	15
284	1
285	1
286	0
287	0
288	18
289	0
290	0
291	0
292	17
293	17
294	1
295	0
296	22
297	2
298	27
299	2
300	0
301	14
302	4
303	0
304	1
305	0
306	0
307	0
308	0
309	2
310	15
311	26
312	0
313	130
314	27
315	0
316	0
317	0
318	0
319	30
320	0
321	0
322	14
323	22
324	13
325	3
326	16
327	0
328	0
329	0
330	0
331	20
332	0
333	17
334	15
335	758
336	0
337	0
338	2
339	4
340	20
341	15
342	20
343	0
344	1442
345	5
346	2
347	0
348	1
349	23
350	9
351	0
352	15
353	3
354	6
355	0
356	0
357	0
358	0
359	0
360	0
361	1
362	69
363	30
364	5
365	15
366	0
367	0
368	2
369	2
370	0
371	59
372	4
373	0
374	6
375	12
376	0
377	3
378	0
379	13
380	0
381	17
382	4
383	2
384	4
385	19
386	0
387	0
388	19
389	2
390	3
391	17
392	32
393	0
394	14
395	0
396	0
397	2
398	944
399	944
400	9
401	0
402	0
403	0
404	0
405	16
406	2
407	1
408	0
409	1
410	20
411	0
412	0
413	0
414	1
415	16
416	0
417	18
418	0
419	6
420	26
421	26
422	10
423	6
424	0
425	9
426	2
427	2
428	1
429	0
430	0
431	1
432	17
433	0
434	17
435	4
436	20
437	0
438	0
439	1
440	0
441	0
442	0
443	0
444	0
445	17
446	0
447	0
448	1
449	33
450	3
451	22
452	18
453	105
454	22
455	2
456	22
457	2
458	0
459	18
460	0
461	0
462	0
463	0
464	23
465	17
466	0
467	17
468	0
469	20
470	2
471	7
472	2
473	1
474	0
475	0
476	0
477	17
478	22
479	19
480	0
481	0
482	0
483	0
484	2
485	15
486	0
487	10
488	0
489	508
490	25
491	8
492	1
493	2
494	1
495	8
496	335
497	0
498	10
499	0
500	0
501	0
502	1
503	0
504	0
505	17
506	2
507	7
508	22
509	944
510	1
511	0
512	1
513	2
514	2
515	1
516	13
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	12
525	2
526	10
527	23
528	27
529	0
530	20
531	0
532	0
